Hour of day,Net sales,Total orders,Total guests
6,241.07,27,28
20,66.42,4,4
16,199.2,10,11
14,169.59,13,13
18,236.34,10,13
13,297.49,20,22
10,459.96,33,41
19,61.45,3,4
17,221.77,11,14
7,216.34,27,28
12,453.82,29,40
11,529.85,35,45
5,32.15,2,2
9,407.5,37,44
15,227.04,12,20
8,537.64,29,31
