Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,987.0,3236.83,4.38,0.0,3241.21,266.73
Drive Thru,363.0,1120.8,0.0,0.0,1120.8,92.26
Total,1350.0,4357.63,4.38,0.0,4362.01,358.99
