Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,48,1147.75,17.16,1164.91,94.59
Drive Thru,177,2400.3,0.0,2400.3,197.72
Take Out,37,662.47,0.0,662.47,54.6
Total,262,4210.52,17.16,4227.68,346.91
