Total cash payments,Cash adjustments,Cash refunds,Cash before tipouts,Cash gratuity,Credit/non-cash gratuity,Credit/non-cash tips,Tipouts tips withheld,Total cash
1268.52,0.0,0.0,1268.52,0.00,-32.42,-215.27,0.0,1020.83
