Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2656.68,221,12.02,221,12.94,219,12.13,4.89
Table Service,932.11,85,10.97,49,20.59,47,19.83,34.68
Total,3588.79,306,11.73,270,14.33,266,13.49,10.15
