Hour of day,Net sales,Total orders,Total guests
13,734.99,25,50
12,921.55,32,50
9,881.85,44,65
7,24.1,1,1
11,1558.67,62,95
8,268.1,19,24
14,254.93,11,14
10,1441.77,55,91
