Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2978.85,160,18.62,162,19.91,160,18.62,10.09
Table Service,3107.11,230,13.51,94,35.78,89,34.91,44.89
Total,6085.96,390,15.61,256,25.74,249,24.44,22.53
