Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,680.0,2336.22,16.48,0.0,2352.7,192.46
Drive Thru,375.0,1130.48,0.0,0.0,1130.48,93.07
Total,1055.0,3466.70,16.48,0.0,3483.18,285.53
