Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2371.57,228,10.40,232,11.06,228,10.40,7.26
Table Service,1095.13,89,12.30,52,22.80,52,21.06,37.05
Total,3466.70,317,10.94,284,13.21,280,12.38,12.80
