Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2283.64,161,14.18,164,15.07,161,14.18,4.96
Table Service,1084.62,83,13.07,35,33.54,35,30.99,37.02
Total,3368.26,244,13.80,199,18.32,196,17.19,10.68
