Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1261.0,4678.16,68.97,0.0,4747.13,385.63
NA Beverage,369.0,855.42,0.0,0.0,855.42,70.32
Liquor,5.0,36.95,0.0,0.0,36.95,3.04
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Draft Beer,2.0,21.98,0.0,0.0,21.98,1.82
Total,1639.0,5600.49,68.97,0.0,5669.46,461.47
