Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,93,1342.02,0.0,0.0,102.18,0.0,0.0,0.00,1342.02,0.0
Credit/debit,,246,4719.94,497.88,36.20,359.29,0.0,0.0,497.88,5254.02,12.2
Credit/debit,AMEX,10,175.11,25.89,0.0,13.31,0.0,0.0,25.89,201.00,16.0
Credit/debit,DISCOVER,4,89.33,10.0,0.0,6.81,0.0,0.0,10.00,99.33,12.1
Credit/debit,MASTERCARD,103,1894.37,207.07,17.33,144.26,0.0,0.0,207.07,2118.77,12.8
Credit/debit,VISA,129,2561.13,254.92,18.87,194.91,0.0,0.0,254.92,2834.92,11.6
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,339,6061.96,497.88,36.20,461.47,0.0,0.0,497.88,6596.04,9.5
