Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1308.0,5031.94,93.58,0.0,5125.52,414.74
NA Beverage,379.0,867.26,0.0,0.0,867.26,71.23
Liquor,12.0,78.41,0.0,0.0,78.41,6.47
Bottled Beer,4.0,15.96,0.0,0.0,15.96,1.32
Draft Beer,5.0,54.95,0.0,0.0,54.95,4.55
Total,1708.0,6048.52,93.58,0.0,6142.10,498.31
