Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1707.0,6048.52,81.59,0.0,6130.11,498.31
No Revenue Center,1.0,0.0,11.99,0.0,11.99,0.0
Total,1708.0,6048.52,93.58,0.0,6142.10,498.31
