Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2990.33,230,13.00,227,14.26,230,13.00,12.62
Table Service,3058.19,230,13.30,125,26.48,116,26.36,40.17
Total,6048.52,460,13.15,352,18.60,346,17.48,21.86
