Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,104,3087.63,21.75,3109.38,254.37
Drive Thru,182,2471.99,11.98,2483.97,203.7
Take Out,28,493.9,0.0,493.9,40.74
Total,314,6053.52,33.73,6087.25,498.81
