Hour of day,Net sales,Total orders,Total guests
11,788.83,40,63
6,113.55,11,11
20,120.55,6,6
9,677.56,40,58
7,151.6,17,17
10,1012.96,46,73
18,228.12,12,15
16,146.63,11,12
17,250.38,10,14
15,176.92,11,13
14,339.12,14,19
8,308.77,27,29
12,964.74,35,62
19,144.77,9,10
13,629.02,25,44
