Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,49,961.42,9.51,970.93,79.15
Drive Thru,195,2065.47,0.0,2065.47,169.98
Take Out,46,526.57,5.99,532.56,43.28
Online Ordering - Takeout,1,4.74,0.0,4.74,0.39
Total,291,3558.20,15.50,3573.70,292.80
