Hour of day,Net sales,Total orders,Total guests
8,552.25,47,51
12,376.5,24,32
15,142.27,11,11
16,177.97,12,19
9,455.15,36,39
19,169.79,6,9
18,192.65,11,12
14,171.0,12,13
6,254.48,28,30
13,199.81,10,17
17,63.83,9,9
10,296.7,22,26
11,519.12,37,45
7,407.91,41,42
