Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,740.0,2504.9,1.19,0.0,2506.09,206.3
Drive Thru,457.0,1474.53,2.39,0.0,1476.92,121.35
Total,1197.0,3979.43,3.58,0.0,3983.01,327.65
