Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,79,3233.76,84.65,3318.41,266.77
Drive Thru,129,2493.94,19.72,2513.66,205.76
Take Out,21,467.24,0.0,467.24,38.55
Total,229,6194.94,104.37,6299.31,511.08
