Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,6.0,24.34,0.0,0.0,24.34,2.0
Dining Room,924.0,3694.89,84.65,0.0,3779.54,304.83
Drive Thru,678.0,2466.06,19.72,0.0,2485.78,203.46
No Revenue Center,5.0,9.65,0.0,0.0,9.65,0.79
Total,1613.0,6194.94,104.37,0.0,6299.31,511.08
