Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,102,2557.42,86.3,0.0,2643.72,211.09
Lunch,126,3625.58,18.07,0.0,3643.65,299.01
No Service,1,11.94,0.0,0.0,11.94,0.98
Total,229,6194.94,104.37,0.0,6299.31,511.08
