Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,64,1602.19,14.26,1616.45,132.13
Drive Thru,186,2575.45,7.19,2582.64,212.05
Take Out,30,444.03,0.0,444.03,36.63
Total,280,4621.67,21.45,4643.12,380.81
