Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3052.39,222,13.75,224,14.75,222,13.75,7.67
Table Service,1569.28,128,12.26,65,26.13,58,27.06,45.21
Total,4621.67,350,13.20,289,17.31,280,16.51,15.44
