Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2272.15,218,10.42,222,11.08,217,10.47,5.02
Table Service,1013.41,80,12.67,49,22.39,44,23.03,31.56
Total,3285.56,298,11.03,271,13.12,261,12.59,9.49
