Hour of day,Net sales,Total orders,Total guests
10,188.06,20,22
7,403.5,42,43
16,96.01,8,9
9,317.57,27,31
11,275.93,19,22
19,116.19,8,9
6,262.42,26,26
17,207.24,9,16
8,366.04,39,39
14,111.25,10,10
18,245.47,11,17
20,12.74,1,1
12,287.92,18,25
15,188.72,10,13
13,206.5,13,15
