Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000029709756402,800000029709755051,3,,CREDIT,PM Cashier,PM Cashier,0.00,10.20,,9/18/25 6:05 AM,9/18/25 6:05 AM
800000029709772674,800000029709756532,4,,CASH,PM Cashier,PM Cashier,0.00,2.15,Drive Thru Cash Drawer,9/18/25 6:08 AM,9/18/25 6:05 AM
800000029709775955,800000029709775534,2,,CASH,Maria ,Maria ,0.00,5.17,Front Box Cash Drawer,9/18/25 6:08 AM,9/18/25 6:08 AM
800000029709781401,800000029709779476,6,,CREDIT,PM Cashier,Maria ,2.00,6.46,,9/18/25 6:09 AM,9/18/25 6:09 AM
800000029709794272,800000029709769750,5,,CREDIT,PM Cashier,PM Cashier,0.00,6.46,,9/18/25 6:11 AM,9/18/25 6:07 AM
800000029709850418,800000029709833733,9,,CREDIT,PM Cashier,PM Cashier,0.00,10.19,,9/18/25 6:20 AM,9/18/25 6:18 AM
800000029709858199,800000029709848842,10,,CASH,PM Cashier,PM Cashier,0.00,5.56,Drive Thru Cash Drawer,9/18/25 6:22 AM,9/18/25 6:20 AM
800000029709879291,800000029709868883,11,,CASH,PM Cashier,PM Cashier,0.00,6.46,Drive Thru Cash Drawer,9/18/25 6:25 AM,9/18/25 6:23 AM
800000029709907279,800000029709872249,12,,CREDIT,PM Cashier,PM Cashier,0.00,9.26,,9/18/25 6:29 AM,9/18/25 6:24 AM
800000029709914291,800000029709889192,13,,CREDIT,PM Cashier,PM Cashier,1.67,23.33,,9/18/25 6:30 AM,9/18/25 6:26 AM
800000029709925742,800000029709910156,15,,CREDIT,PM Cashier,PM Cashier,0.00,17.23,,9/18/25 6:31 AM,9/18/25 6:29 AM
800000029709937039,800000029709936294,7,,CASH,Maria ,Maria ,0.00,8.65,Front Box Cash Drawer,9/18/25 6:33 AM,9/18/25 6:33 AM
800000029709952935,800000029709928917,16,,CREDIT,PM Cashier,PM Cashier,1.00,4.63,,9/18/25 6:35 AM,9/18/25 6:32 AM
800000029709962749,800000029709895545,14,,CASH,PM Cashier,PM Cashier,0.00,14.04,Drive Thru Cash Drawer,9/18/25 6:36 AM,9/18/25 6:27 AM
800000029710018014,800000029709995857,5001,,CASH,PM Cashier,PM Cashier,0.00,18.33,Drive Thru Cash Drawer,9/18/25 6:43 AM,9/18/25 6:39 AM
800000029710027663,800000029710013048,20,,CREDIT,PM Cashier,PM Cashier,0.00,8.62,,9/18/25 6:44 AM,9/18/25 6:43 AM
800000029710061102,800000029710054077,21,,CREDIT,PM Cashier,PM Cashier,0.00,4.96,,9/18/25 6:48 AM,9/18/25 6:47 AM
800000029710071945,800000029710067816,22,,CASH,PM Cashier,PM Cashier,0.00,4.31,Drive Thru Cash Drawer,9/18/25 6:49 AM,9/18/25 6:48 AM
800000029710089881,800000029710077165,23,,CREDIT,PM Cashier,PM Cashier,0.00,14.18,,9/18/25 6:51 AM,9/18/25 6:49 AM
800000029710131169,800000029710130995,26,,CREDIT,Maria ,Maria ,0.00,14.50,,9/18/25 6:55 AM,9/18/25 6:55 AM
800000029710154407,800000029710118946,24,,CASH,PM Cashier,PM Cashier,0.00,4.31,Drive Thru Cash Drawer,9/18/25 6:57 AM,9/18/25 6:54 AM
800000029710170715,800000029710122758,25,,CREDIT,PM Cashier,PM Cashier,0.00,9.14,,9/18/25 6:59 AM,9/18/25 6:54 AM
800000029710177764,800000029709807004,8,17,CASH,Maria ,Maria ,0.00,12.75,Front Box Cash Drawer,9/18/25 7:00 AM,9/18/25 6:13 AM
800000029710191677,800000029710188643,31,,CREDIT,Maria ,Maria ,0.00,14.66,,9/18/25 7:01 AM,9/18/25 7:01 AM
800000029710212287,800000029710172737,27,,CREDIT,PM Cashier,PM Cashier,0.00,9.37,,9/18/25 7:03 AM,9/18/25 6:59 AM
800000029710254660,800000029710167948,30,,CASH,PM Cashier,PM Cashier,0.00,29.80,Drive Thru Cash Drawer,9/18/25 7:06 AM,9/18/25 6:59 AM
800000029710298712,800000029710209943,33,,CREDIT,PM Cashier,PM Cashier,0.00,13.92,,9/18/25 7:09 AM,9/18/25 7:02 AM
800000029710343388,800000029710288943,34,,CREDIT,PM Cashier,PM Cashier,0.00,10.22,,9/18/25 7:12 AM,9/18/25 7:08 AM
800000029710354724,800000029710299741,35,,CASH,PM Cashier,PM Cashier,0.00,2.15,Drive Thru Cash Drawer,9/18/25 7:13 AM,9/18/25 7:09 AM
800000029710368005,800000029710323936,37,,CREDIT,PM Cashier,PM Cashier,4.00,18.64,,9/18/25 7:14 AM,9/18/25 7:11 AM
800000029710373684,800000029710322651,32,,CASH,Maria ,Maria ,0.00,8.62,Front Box Cash Drawer,9/18/25 7:14 AM,9/18/25 7:11 AM
800000029710410449,800000029710359725,38,,CREDIT,PM Cashier,PM Cashier,0.00,12.42,,9/18/25 7:17 AM,9/18/25 7:13 AM
800000029710422281,800000029710369785,39,,CREDIT,PM Cashier,PM Cashier,0.00,6.46,,9/18/25 7:18 AM,9/18/25 7:14 AM
800000029710436843,800000029710404825,40,,CREDIT,PM Cashier,PM Cashier,0.00,4.30,,9/18/25 7:19 AM,9/18/25 7:16 AM
800000029710458752,800000029710427809,41,,CREDIT,PM Cashier,PM Cashier,2.00,9.71,,9/18/25 7:20 AM,9/18/25 7:18 AM
800000029710476931,800000029710443981,42,,CREDIT,PM Cashier,PM Cashier,2.00,15.17,,9/18/25 7:22 AM,9/18/25 7:19 AM
800000029710508179,800000029710456470,44,,CREDIT,PM Cashier,PM Cashier,0.00,15.43,,9/18/25 7:24 AM,9/18/25 7:20 AM
800000029710518470,800000029710161597,29,18,CREDIT,PM Cashier,Maria ,10.00,13.41,,9/18/25 7:24 AM,9/18/25 6:58 AM
800000029710526830,800000029710162203,28,18,CREDIT,PM Cashier,Maria ,0.00,10.55,,9/18/25 7:25 AM,9/18/25 6:58 AM
800000029710530763,800000029710474182,45,,CREDIT,PM Cashier,PM Cashier,0.00,4.30,,9/18/25 7:25 AM,9/18/25 7:21 AM
800000029710561938,800000029710528361,47,,CREDIT,PM Cashier,PM Cashier,2.00,6.48,,9/18/25 7:27 AM,9/18/25 7:25 AM
800000029710602935,800000029710502662,46,,CASH,Maria ,Maria ,0.00,5.18,Front Box Cash Drawer,9/18/25 7:30 AM,9/18/25 7:23 AM
800000029710623782,800000029710617668,51,,CREDIT,PM Cashier,PM Cashier,0.00,21.38,,9/18/25 7:31 AM,9/18/25 7:31 AM
800000029710673025,800000029710536218,49,,CREDIT,PM Cashier,PM Cashier,0.00,4.30,,9/18/25 7:34 AM,9/18/25 7:26 AM
800000029710679096,800000029710654197,53,,CASH,PM Cashier,PM Cashier,0.00,4.30,Drive Thru Cash Drawer,9/18/25 7:35 AM,9/18/25 7:33 AM
800000029710727562,800000029710639146,52,,CASH,PM Cashier,PM Cashier,0.00,18.07,Drive Thru Cash Drawer,9/18/25 7:38 AM,9/18/25 7:32 AM
800000029710747596,800000029710703006,54,,CREDIT,PM Cashier,PM Cashier,1.00,10.58,,9/18/25 7:39 AM,9/18/25 7:36 AM
800000029710784021,800000029710734991,55,,CREDIT,PM Cashier,PM Cashier,0.00,5.13,,9/18/25 7:41 AM,9/18/25 7:38 AM
800000029710800268,800000029710774003,59,,CASH,PM Cashier,PM Cashier,0.00,4.85,Drive Thru Cash Drawer,9/18/25 7:42 AM,9/18/25 7:41 AM
800000029710812717,800000029710781212,61,,CASH,PM Cashier,PM Cashier,0.00,4.31,Drive Thru Cash Drawer,9/18/25 7:43 AM,9/18/25 7:41 AM
800000029710818593,800000029710818114,60,,CASH,Maria ,Maria ,0.00,8.58,Front Box Cash Drawer,9/18/25 7:44 AM,9/18/25 7:43 AM
800000029710826562,800000029710807176,62,,CREDIT,PM Cashier,PM Cashier,0.00,7.29,,9/18/25 7:44 AM,9/18/25 7:43 AM
800000029710826324,800000029710826014,64,,CASH,Maria ,Maria ,0.00,8.69,Front Box Cash Drawer,9/18/25 7:44 AM,9/18/25 7:44 AM
800000029710833458,800000029710832626,65,,CASH,Maria ,Maria ,0.00,4.63,Front Box Cash Drawer,9/18/25 7:44 AM,9/18/25 7:44 AM
800000029710838982,800000029710446329,43,11,CREDIT,samantha,Maria ,5.00,7.28,,9/18/25 7:45 AM,9/18/25 7:19 AM
800000029710902928,800000029710773169,57,,CREDIT,Maria ,Maria ,0.00,8.36,,9/18/25 7:49 AM,9/18/25 7:41 AM
800000029710911565,800000029710912477,72,,CASH,Maria ,Maria ,0.00,2.70,Front Box Cash Drawer,9/18/25 7:49 AM,9/18/25 7:49 AM
800000029710912135,800000029710875123,67,,CASH,PM Cashier,PM Cashier,0.00,11.42,Drive Thru Cash Drawer,9/18/25 7:49 AM,9/18/25 7:47 AM
800000029710923715,800000029710767507,56,,CASH,Maria ,Maria ,0.00,6.52,Front Box Cash Drawer,9/18/25 7:50 AM,9/18/25 7:40 AM
800000029710924286,800000029710882854,68,,CASH,PM Cashier,PM Cashier,0.00,7.35,Drive Thru Cash Drawer,9/18/25 7:50 AM,9/18/25 7:47 AM
800000029710943175,800000029710894459,70,,CREDIT,PM Cashier,PM Cashier,0.00,5.39,,9/18/25 7:51 AM,9/18/25 7:48 AM
800000029710951944,800000029710951017,73,,CREDIT,Maria ,Maria ,1.00,3.24,,9/18/25 7:51 AM,9/18/25 7:51 AM
800000029710968258,800000029710941904,74,,CREDIT,PM Cashier,PM Cashier,0.00,18.86,,9/18/25 7:52 AM,9/18/25 7:51 AM
800000029710977981,800000029710977142,77,,CREDIT,Maria ,Maria ,0.00,11.21,,9/18/25 7:53 AM,9/18/25 7:53 AM
800000029710998849,800000029710961086,75,,CREDIT,PM Cashier,PM Cashier,0.00,19.45,,9/18/25 7:54 AM,9/18/25 7:52 AM
800000029711019163,800000029711016446,80,,CREDIT,Maria ,Maria ,0.00,13.14,,9/18/25 7:56 AM,9/18/25 7:55 AM
800000029711029935,800000029710988658,78,,CREDIT,PM Cashier,PM Cashier,0.00,7.34,,9/18/25 7:56 AM,9/18/25 7:54 AM
800000029711055043,800000029711054265,86,,CREDIT,Maria ,Maria ,0.00,10.21,,9/18/25 7:58 AM,9/18/25 7:58 AM
800000029711064270,800000029710996379,81,,CREDIT,PM Cashier,PM Cashier,0.00,8.63,,9/18/25 7:58 AM,9/18/25 7:54 AM
,,,,TIP_OUT,PM Cashier,PM Cashier,-25.67,0.00,Drive Thru Cash Drawer,9/18/25 7:59 AM,9/18/25 7:59 AM
,,,,CLOSE_OUT_EXACT,PM Cashier,,0.00,0.00,Drive Thru Cash Drawer,9/18/25 8:00 AM,9/18/25 8:00 AM
800000029711090331,800000029710986405,79,,CASH,Maria ,Maria ,0.00,19.84,Front Box Cash Drawer,9/18/25 8:00 AM,9/18/25 7:54 AM
800000029711099110,800000029711033795,83,,CREDIT,Martina,Martina,0.00,13.28,,9/18/25 8:01 AM,9/18/25 7:57 AM
800000029711116591,800000029711055162,84,,CREDIT,Martina,Martina,2.00,12.72,,9/18/25 8:01 AM,9/18/25 7:58 AM
800000029711130677,800000029711101688,87,,CASH,Martina,Martina,0.00,4.63,Drive Thru Cash Drawer (2),9/18/25 8:02 AM,9/18/25 8:01 AM
800000029711148203,800000029711110719,89,,CREDIT,Martina,Martina,0.00,12.26,,9/18/25 8:03 AM,9/18/25 8:01 AM
800000029711169667,800000029711114651,88,,CREDIT,Martina,Martina,1.00,9.44,,9/18/25 8:05 AM,9/18/25 8:01 AM
800000029711185543,800000029711185534,94,,CASH,Maria ,Maria ,0.00,3.73,Front Box Cash Drawer,9/18/25 8:06 AM,9/18/25 8:06 AM
800000029711202898,800000029711119428,90,,CASH,Martina,Martina,0.00,12.95,Drive Thru Cash Drawer (2),9/18/25 8:07 AM,9/18/25 8:02 AM
800000029711232791,800000029711233551,96,,CREDIT,Maria ,Maria ,0.00,4.31,,9/18/25 8:08 AM,9/18/25 8:08 AM
800000029711253579,800000029711176778,92,,CREDIT,Martina,Martina,0.00,23.23,,9/18/25 8:09 AM,9/18/25 8:05 AM
800000029711274497,800000029711199432,95,,CASH,Martina,Martina,0.00,2.15,Drive Thru Cash Drawer (2),9/18/25 8:10 AM,9/18/25 8:06 AM
800000029711299635,800000029711256549,98,,CASH,Martina,Martina,0.00,5.94,Drive Thru Cash Drawer (2),9/18/25 8:12 AM,9/18/25 8:10 AM
800000029711316528,800000029711288910,99,,CASH,Martina,Martina,0.00,5.17,Drive Thru Cash Drawer (2),9/18/25 8:12 AM,9/18/25 8:11 AM
800000029711360626,800000029711313998,100,,CASH,Martina,Martina,0.00,9.71,Drive Thru Cash Drawer (2),9/18/25 8:15 AM,9/18/25 8:12 AM
800000029711380880,800000029711324619,101,,CREDIT,Martina,Martina,0.00,14.36,,9/18/25 8:16 AM,9/18/25 8:13 AM
800000029711448329,800000029711423798,104,,CREDIT,Martina,Martina,0.00,37.69,,9/18/25 8:19 AM,9/18/25 8:18 AM
800000029711468338,800000029711362561,91,,CREDIT,Martina,Martina,1.00,20.54,,9/18/25 8:20 AM,9/18/25 8:15 AM
800000029711488284,800000029711367812,102,,CASH,Martina,Martina,0.00,6.45,Drive Thru Cash Drawer (2),9/18/25 8:22 AM,9/18/25 8:15 AM
800000029711501420,800000029711470501,107,,CREDIT,Martina,Martina,0.00,8.62,,9/18/25 8:22 AM,9/18/25 8:21 AM
800000029711536870,800000029711497296,108,,CREDIT,Martina,Martina,0.00,8.63,,9/18/25 8:24 AM,9/18/25 8:22 AM
800000029711551651,800000029711503793,109,,CREDIT,Martina,Martina,0.00,7.01,,9/18/25 8:25 AM,9/18/25 8:23 AM
800000029711563153,800000029711545930,110,,CREDIT,Martina,Martina,0.00,6.47,,9/18/25 8:26 AM,9/18/25 8:25 AM
800000029711565495,800000029711566702,97,,CASH,Maria ,Maria ,0.00,2.15,Front Box Cash Drawer,9/18/25 8:26 AM,9/18/25 8:26 AM
800000029711582328,800000029711575122,111,,CREDIT,Martina,Martina,0.00,4.85,,9/18/25 8:27 AM,9/18/25 8:27 AM
800000029711622104,800000029711614391,112,,CREDIT,Martina,Martina,0.00,5.40,,9/18/25 8:29 AM,9/18/25 8:29 AM
800000029711689238,800000029711640890,113,,CASH,Martina,Martina,0.00,2.98,Drive Thru Cash Drawer (2),9/18/25 8:33 AM,9/18/25 8:31 AM
800000029711718448,800000029711671074,114,,CASH,Martina,Martina,0.00,19.71,Drive Thru Cash Drawer (2),9/18/25 8:35 AM,9/18/25 8:32 AM
800000029711731639,800000029711730686,120,,CASH,Martina,Martina,0.00,2.15,Drive Thru Cash Drawer (2),9/18/25 8:36 AM,9/18/25 8:36 AM
800000029711768734,800000029711717202,119,,CASH,Martina,Martina,0.00,7.02,Drive Thru Cash Drawer (2),9/18/25 8:38 AM,9/18/25 8:35 AM
800000029711793558,800000029711699350,116,,CASH,Maria ,Maria ,0.00,9.71,Front Box Cash Drawer,9/18/25 8:39 AM,9/18/25 8:34 AM
800000029711811143,800000029711753243,121,,CASH,Martina,Martina,0.00,7.34,Drive Thru Cash Drawer (2),9/18/25 8:40 AM,9/18/25 8:37 AM
800000029711836793,800000029711818344,123,,CREDIT,Martina,Martina,1.00,8.65,,9/18/25 8:42 AM,9/18/25 8:41 AM
800000029711869139,800000029711709889,118,,CREDIT,Martina,Martina,0.00,15.25,,9/18/25 8:43 AM,9/18/25 8:34 AM
800000029711889049,800000029711834574,124,,CREDIT,Martina,Martina,0.00,25.81,,9/18/25 8:44 AM,9/18/25 8:41 AM
800000029711953633,800000029711885201,125,,CASH,Martina,Martina,0.00,5.83,Drive Thru Cash Drawer (2),9/18/25 8:48 AM,9/18/25 8:44 AM
800000029711958249,800000029711953453,127,,CREDIT,Maria ,Maria ,0.00,7.55,,9/18/25 8:48 AM,9/18/25 8:48 AM
800000029711961103,800000029711914600,122,,CREDIT,Martina,Martina,0.00,5.39,,9/18/25 8:48 AM,9/18/25 8:46 AM
800000029712097364,800000029712075062,126,,CASH,Martina,Martina,0.00,6.90,Drive Thru Cash Drawer (2),9/18/25 8:57 AM,9/18/25 8:55 AM
800000029712101053,800000029712100158,131,,CASH,Maria ,Maria ,0.00,2.98,Front Box Cash Drawer,9/18/25 8:57 AM,9/18/25 8:57 AM
800000029712124753,800000029712089887,129,,CREDIT,Martina,Martina,6.79,23.21,,9/18/25 8:58 AM,9/18/25 8:56 AM
800000029712167264,800000029712162229,134,,CASH,Maria ,Maria ,0.00,12.98,Front Box Cash Drawer,9/18/25 9:00 AM,9/18/25 9:00 AM
800000029712176255,800000029712132110,132,,CREDIT,Martina,Martina,0.00,6.48,,9/18/25 9:01 AM,9/18/25 8:59 AM
800000029712179606,800000029712177693,137,,CREDIT,Maria ,Maria ,1.00,14.96,,9/18/25 9:01 AM,9/18/25 9:01 AM
800000029712189764,800000029712159524,130,,CREDIT,Martina,Martina,0.00,10.58,,9/18/25 9:02 AM,9/18/25 9:00 AM
800000029712284684,800000029712184790,138,,CASH,Martina,Martina,0.00,8.54,Drive Thru Cash Drawer (2),9/18/25 9:07 AM,9/18/25 9:01 AM
