Hour of day,Net sales,Total orders,Total guests
16,479.43,18,28
6,139.87,6,7
20,304.02,14,22
10,1850.1,77,139
8,697.74,42,51
13,721.44,32,52
18,185.06,7,11
11,1696.19,70,129
15,467.7,15,22
14,325.29,16,23
19,783.05,18,44
7,237.38,18,22
12,1093.52,43,87
9,1245.03,60,99
17,427.94,16,24
