Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2259.62,156,14.48,159,15.38,156,14.48,10.05
Table Service,1972.95,138,14.30,72,29.66,60,32.88,40.90
Total,4232.57,294,14.40,231,19.83,216,19.60,18.62
