Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,2.0,5.28,0.0,0.0,5.28,0.44
Dining Room,600.0,2622.93,47.22,0.0,2670.15,216.19
Drive Thru,428.0,1530.76,10.14,0.0,1540.9,126.32
No Revenue Center,20.0,73.6,0.0,0.0,73.6,6.04
Total,1050.0,4232.57,57.36,0.0,4289.93,348.99
