Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2560.97,215,11.91,214,12.95,215,11.91,7.08
Table Service,3076.71,256,12.02,136,24.49,114,26.99,38.80
Total,5637.68,471,11.97,350,17.44,329,17.14,18.07
