Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,118,4166.95,49.12,4216.07,343.77
Drive Thru,165,2573.96,47.38,2621.34,212.38
Take Out,36,850.27,70.55,920.82,70.1
Total,319,7591.18,167.05,7758.23,626.25
