Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,756.0,2497.3,0.0,0.0,2497.3,205.8
Drive Thru,302.0,868.71,0.0,0.0,868.71,71.5
Total,1058.0,3366.01,0.0,0.0,3366.01,277.3
