Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,761.0,2607.78,25.11,0.0,2632.89,214.91
Drive Thru,603.0,1960.47,3.9,0.0,1964.37,161.49
Total,1364.0,4568.25,29.01,0.0,4597.26,376.40
