Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1521.0,5633.61,105.2,0.0,5738.81,464.51
NA Beverage,504.0,1056.68,0.0,0.0,1056.68,86.91
Liquor,5.0,37.97,0.0,0.0,37.97,3.13
Bottled Beer,3.0,11.97,0.0,0.0,11.97,0.99
Total,2033.0,6740.23,105.2,0.0,6845.43,555.54
