Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2033.0,6740.23,105.2,0.0,6845.43,555.54
Total,2033.0,6740.23,105.2,0.0,6845.43,555.54
