Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,70,1318.24,0.0,16.53,100.27,0.0,0.0,0.00,1334.77,1.4
Credit/debit,,230,5977.53,498.48,134.19,455.27,0.0,0.0,498.48,6610.20,11.4
Credit/debit,AMEX,4,83.6,10.43,0.0,6.38,0.0,0.0,10.43,94.03,13.5
Credit/debit,DISCOVER,2,44.48,0.0,0.0,3.39,0.0,0.0,0.00,44.48,0.0
Credit/debit,MASTERCARD,92,2698.45,213.42,74.73,205.46,0.0,0.0,213.42,2986.60,11.6
Credit/debit,VISA,132,3151.0,274.63,59.46,240.04,0.0,0.0,274.63,3485.09,11.5
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,300,7295.77,498.48,150.72,555.54,0.0,0.0,498.48,7944.97,9.6
