Hour of day,Net sales,Total orders,Total guests
6,489.21,28,29
7,377.79,37,38
8,557.93,46,48
9,474.01,41,46
10,329.85,24,28
11,493.32,25,28
12,283.73,22,25
13,472.37,28,35
14,235.53,12,14
15,296.75,16,21
16,229.42,12,16
17,33.09,4,7
18,228.0,9,20
19,84.02,6,6
20,25.74,2,2
