Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,984.0,3285.17,0.0,0,3285.17,255.91
Drive Thru,443.0,1325.59,0.0,0,1325.59,109.07
Total,1427.0,4610.76,0.0,0,4610.76,364.98
