Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,852.0,3587.44,88.01,0.0,3675.45,295.99
NA Beverage,237.0,645.45,3.03,0.0,648.48,53.21
Liquor,16.0,121.91,0.0,0.0,121.91,10.04
Draft Beer,6.0,25.14,0.0,0.0,25.14,2.07
Total,1111.0,4379.94,91.04,0.0,4470.98,361.31
