Hour of day,Net sales,Total orders,Total guests
11,614.18,34,46
10,634.84,40,51
9,348.44,21,26
13,387.62,18,28
14,139.28,9,11
6,52.11,8,8
12,400.77,19,32
8,362.92,32,33
7,90.01,12,12
18,140.9,6,8
15,221.61,12,17
19,141.65,6,8
16,213.76,8,12
17,341.11,15,27
20,290.74,6,15
