Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1326.0,4918.34,90.32,0.0,5008.66,405.34
Total,1326.0,4918.34,90.32,0.0,5008.66,405.34
