Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,550.0,1937.0,7.5,0.0,1944.5,159.64
Drive Thru,308.0,936.74,0.0,0.0,936.74,77.09
Total,858.0,2873.74,7.5,0.0,2881.24,236.73
