Hour of day,Net sales,Total orders,Total guests
8,361.2,36,37
11,223.85,18,21
19,105.96,6,6
17,98.86,9,9
5,11.94,1,1
16,94.62,10,10
15,231.62,12,13
12,287.75,16,19
9,285.94,23,28
10,360.21,29,33
14,79.57,7,7
13,216.4,16,18
7,211.82,25,30
6,173.69,22,23
18,130.31,6,8
