Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,583.0,2037.0,26.94,0.0,2063.94,167.73
Drive Thru,343.0,1033.93,1.61,0.0,1035.54,85.09
Total,926.0,3070.93,28.55,0.0,3099.48,252.82
