Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2964.38,144,20.59,138,23.17,144,20.59,15.20
Table Service,2795.32,190,14.71,94,32.19,82,34.09,41.72
Total,5759.70,334,17.24,232,26.82,226,25.49,24.87
