Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,897.0,4783.32,88.9,0.0,4872.22,394.57
NA Beverage,245.0,674.27,3.14,0.0,677.41,55.63
Liquor,34.0,260.21,10.45,0.0,270.66,21.44
Draft Beer,10.0,41.9,0.0,0.0,41.9,3.45
Total,1186.0,5759.70,102.49,0.0,5862.19,475.09
