Hour of day,Net sales,Total orders,Total guests
6,32.52,5,5
20,116.46,3,7
16,278.73,11,18
14,101.29,7,8
18,335.49,8,15
13,1392.35,17,27
10,408.37,23,30
19,241.94,9,15
17,277.33,10,14
7,204.11,16,19
12,635.34,27,48
11,677.22,27,41
9,442.57,25,32
15,152.03,5,10
8,463.95,33,45
