Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,3142.0,10921.28,105.95,0.0,11027.23,900.3
Total,3142.0,10921.28,105.95,0.0,11027.23,900.3
