Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,111,1778.38,0.0,19.24,135.58,0.0,0.0,0.00,1797.62,1.2
Credit/debit,,376,10043.20,828.55,175.82,764.72,0.0,0.0,828.55,11047.57,10.8
Credit/debit,AMEX,4,76.96,8.25,0.0,5.85,0.0,0.0,8.25,85.21,11.6
Credit/debit,DISCOVER,2,41.21,0.0,0.0,3.13,0.0,0.0,0.00,41.21,0.0
Credit/debit,MASTERCARD,150,4366.38,356.17,47.62,332.38,0.0,0.0,356.17,4770.17,10.0
Credit/debit,VISA,220,5558.65,464.13,128.2,423.36,0.0,0.0,464.13,6150.98,11.5
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,487,11821.58,828.55,195.06,900.30,0.0,0.0,828.55,12845.19,9.4
