Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,185,6544.22,101.93,6646.15,539.32
Drive Thru,224,3467.93,3.08,3471.01,285.95
Take Out,51,909.13,0.94,910.07,75.03
Total,460,10921.28,105.95,11027.23,900.30
