Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,4405.03,284,15.51,279,17.09,281,15.68,17.28
Table Service,6516.25,469,13.89,208,33.91,179,36.40,39.95
Total,10921.28,753,14.50,487,24.27,460,23.74,26.10
