Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,61,1643.59,3.0,1646.59,135.41
Uber Eats - Takeout,1,30.73,0.0,30.73,2.54
Drive Thru,195,2203.81,0.0,2203.81,181.58
Take Out,51,894.85,3.6,898.45,73.67
Total,308,4772.98,6.6,4779.58,393.20
