Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,927.0,3367.74,6.6,0.0,3374.34,277.37
Drive Thru,443.0,1405.24,0.0,0.0,1405.24,115.83
Total,1370.0,4772.98,6.6,0.0,4779.58,393.20
