Hour of day,Net sales,Total orders,Total guests
12,1398.76,53,102
14,344.94,16,27
11,1590.25,60,102
9,996.83,47,63
10,1664.76,65,118
7,28.34,2,2
8,528.96,27,40
13,867.1,33,69
