Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,122,4585.25,29.73,4614.98,377.95
Drive Thru,143,2200.34,14.81,2215.15,181.4
Take Out,38,634.35,0.0,634.35,52.29
Total,303,7419.94,44.54,7464.48,611.64
