Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,66,1378.13,0.0,46.01,105.03,0.0,0.0,0.00,1424.14,3.6
Credit/debit,,270,6653.45,510.20,146.61,506.61,0.0,0.0,510.20,7310.26,10.7
Credit/debit,AMEX,2,58.3,4.0,0.0,4.45,0.0,0.0,4.00,62.30,7.4
Credit/debit,DISCOVER,7,160.53,22.15,7.93,12.22,0.0,0.0,22.15,190.61,20.3
Credit/debit,MASTERCARD,100,2539.62,240.3,67.22,193.34,0.0,0.0,240.30,2847.14,13.1
Credit/debit,VISA,161,3895.0,243.75,71.46,296.6,0.0,0.0,243.75,4210.21,8.8
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,336,8031.58,510.20,192.62,611.64,0.0,0.0,510.20,8734.40,9.5
