Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1480.7,121,12.24,119,13.47,121,12.24,11.88
Table Service,1506.55,141,10.68,53,30.77,49,30.75,37.26
Total,2987.25,262,11.40,172,18.80,170,17.57,19.19
