Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2574.82,209,12.32,208,13.40,208,12.38,10.90
Table Service,2804.95,224,12.52,131,23.18,113,24.82,38.49
Total,5379.77,433,12.42,339,17.18,321,16.76,20.61
