Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,117,2808.4,98.37,2906.77,231.33
Drive Thru,173,2103.71,1.45,2105.16,173.3
Take Out,31,467.66,2.95,470.61,38.53
Total,321,5379.77,102.77,5482.54,443.16
