Hour of day,Net sales,Total orders,Total guests
6,80.07,9,9
7,268.1,26,30
8,530.57,45,53
9,583.27,39,57
10,458.64,30,36
11,757.35,39,55
12,602.94,32,48
13,425.52,22,32
14,209.34,12,17
15,118.53,9,11
16,404.62,15,25
17,300.38,14,21
18,272.97,12,17
19,197.76,9,12
20,169.71,8,10
