Hour of day,Net sales,Total orders,Total guests
14,154.31,8,10
17,407.66,9,17
8,366.62,31,36
19,869.58,15,31
15,195.66,13,13
6,157.42,8,8
11,639.16,26,45
12,522.7,23,36
9,626.79,29,42
20,175.59,5,8
18,483.16,14,24
13,457.31,17,25
16,93.94,7,8
10,606.63,35,48
7,335.23,25,28
