Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1106.0,4902.7,78.13,0.0,4980.83,404.22
NA Beverage,304.0,808.09,3.57,0.0,811.66,66.62
Liquor,37.0,298.17,0.0,0.0,298.17,24.56
Draft Beer,20.0,82.8,0.0,0.0,82.8,6.81
Total,1467.0,6091.76,81.70,0.0,6173.46,502.21
